,rd,dd,west,weste,wcest,wceste,avest
87,277.5698022044488,-2.2489180244327347,0.0,0.0,0.0,0.0,0.0
88,277.4286514527867,-2.2478201722271294,0.0,0.0,0.0,0.0,0.0
89,277.4012965612088,-2.247819013537746,0.0,0.0,0.0,0.0,0.0
90,277.596082811879,-2.248509654982397,0.0,0.0,0.0,0.0,0.0
91,277.4329704824968,-2.2481114804448064,17.689353994478072,0.01597055728184658,17.641045621980513,0.01713801475507376,18.674999237060547
92,277.3871188680538,-2.24793528183673,0.0,0.0,0.0,0.0,0.0
93,277.38361083660584,-2.2477905001186045,0.0,0.0,0.0,0.0,0.0
94,277.5284906649714,-2.247722861964414,0.0,0.0,0.0,0.0,0.0
95,277.3944939056704,-2.2474933534431276,0.0,0.0,0.0,0.0,0.0
96,277.4558361229574,-2.2478766662165515,0.0,0.0,0.0,0.0,0.0
97,277.58547129052215,-2.2477537603689486,0.0,0.0,0.0,0.0,0.0
98,277.3503831542655,-2.247747923860641,0.0,0.0,0.0,0.0,0.0
99,277.44870013806656,-2.247687432319693,0.0,0.0,0.0,0.0,0.0
100,277.44584485241285,-2.2488708557348116,15.30597164827053,0.0034041221398799174,15.263962294632835,0.004769233480114922,14.625
101,277.43214524127325,-2.2477254078485305,0.0,0.0,0.0,0.0,0.0
102,277.5482968812994,-2.248732825581478,15.484323288971824,0.004511091559174066,15.436053063446922,0.004285664953968862,14.350000381469727
103,277.43383329908045,-2.248328408808798,0.0,0.0,0.0,0.0,0.0
104,277.3886198861778,-2.2488511464847996,0.0,0.0,0.0,0.0,0.0
105,277.35505938868334,-2.247493464435296,0.0,0.0,0.0,0.0,0.0
106,277.37552900290507,-2.2473965179384487,0.0,0.0,0.0,0.0,0.0
107,277.3807160126871,-2.247123979231831,0.0,0.0,0.0,0.0,0.0
108,277.56044171682936,-2.2478327156860116,0.0,0.0,0.0,0.0,0.0
109,277.3887070654175,-2.2475254126771613,0.0,0.0,0.0,0.0,0.0
110,277.34218448647096,-2.2475604651118672,0.0,0.0,0.0,0.0,0.0
111,277.3821740620926,-2.2472727421701277,0.0,0.0,0.0,0.0,0.0
112,277.3564984381028,-2.2471565065252266,0.0,0.0,0.0,0.0,0.0
113,277.43642872327734,-2.248808353081883,0.0,0.0,0.0,0.0,0.0
114,277.55672348331166,-2.247606604129179,0.0,0.0,0.0,0.0,0.0
115,277.40057994455765,-2.2474772113059727,0.0,0.0,0.0,0.0,0.0
116,277.41566758165834,-2.2477735835240504,0.0,0.0,0.0,0.0,0.0
117,277.5345003102994,-2.247237463800718,0.0,0.0,0.0,0.0,0.0
118,277.3460550859363,-2.2478219140320554,15.593957688385887,0.0031783031754852127,15.555883194977683,0.0020661849464664924,12.975000381469727
119,277.4305371184246,-2.2473214499811593,0.0,0.0,0.0,0.0,0.0
120,277.4420897286524,-2.247189527327163,0.0,0.0,0.0,0.0,0.0
121,277.3589556776725,-2.2468718652726136,0.0,0.0,0.0,0.0,0.0
122,277.57143176537517,-2.247048998921135,0.0,0.0,0.0,0.0,0.0
123,277.4067276949903,-2.247311935596149,0.0,0.0,0.0,0.0,0.0
124,277.55197188755085,-2.2469189073702744,0.0,0.0,0.0,0.0,0.0
125,277.3817585942927,-2.247565268351021,0.0,0.0,0.0,0.0,0.0
126,277.43706191400054,-2.2470307614075127,0.0,0.0,0.0,0.0,0.0
127,277.3683113915931,-2.247667815682388,0.0,0.0,0.0,0.0,0.0
128,277.58362358182956,-2.2471375494219936,0.0,0.0,0.0,0.0,0.0
129,277.5218517883736,-2.2486016972121794,15.224750306183738,0.010171194691462195,15.176191117340965,0.00834997248592131,16.700000762939453
130,277.42099374661524,-2.24737675115003,0.0,0.0,0.0,0.0,0.0
131,277.3502347995902,-2.24670405128805,0.0,0.0,0.0,0.0,0.0
132,277.55379235059706,-2.246969800378611,0.0,0.0,0.0,0.0,0.0
133,277.3787672948404,-2.2466533570162133,0.0,0.0,0.0,0.0,0.0
134,277.42661413966357,-2.2486056285179794,15.194522406632347,0.01388774330021958,15.164520766312522,0.012647737002095103,10.585000038146973
135,277.4034600813151,-2.2482980040099525,14.835275675827903,0.00703182262956212,14.79195502000515,0.005749086649008157,14.975000381469727
136,277.43110685964376,-2.2465207936466856,0.0,0.0,0.0,0.0,0.0
137,277.3971700351266,-2.2468030800007126,0.0,0.0,0.0,0.0,0.0
138,277.4292535008723,-2.2466882662282237,0.0,0.0,0.0,0.0,0.0
139,277.4038629323644,-2.24696159870457,0.0,0.0,0.0,0.0,0.0
140,277.5723356176262,-2.246648596466379,0.0,0.0,0.0,0.0,0.0
141,277.56810191642364,-2.2466671340973834,0.0,0.0,0.0,0.0,0.0
142,277.4008755553391,-2.2466532268931543,0.0,0.0,0.0,0.0,0.0
143,277.5231463066542,-2.246310065939558,0.0,0.0,0.0,0.0,0.0
144,277.5155962891138,-2.2465837911809503,0.0,0.0,0.0,0.0,0.0
145,277.42102236417156,-2.246365439370019,0.0,0.0,0.0,0.0,0.0
146,277.45859221290635,-2.2466395384838043,0.0,0.0,0.0,0.0,0.0
147,277.54551706944426,-2.2463431938754033,0.0,0.0,0.0,0.0,0.0
148,277.35406366409666,-2.2461344610679848,0.0,0.0,0.0,0.0,0.0
149,277.4122976168153,-2.246382624356144,0.0,0.0,0.0,0.0,0.0
150,277.358759774894,-2.246447509406643,0.0,0.0,0.0,0.0,0.0
151,277.5433483785409,-2.2462410938112853,0.0,0.0,0.0,0.0,0.0
152,277.3526662934611,-2.2464687170765236,0.0,0.0,0.0,0.0,0.0
153,277.5161044854369,-2.246384083284747,0.0,0.0,0.0,0.0,0.0
154,277.41340624488134,-2.246860404321162,0.0,0.0,0.0,0.0,0.0
155,277.4499083781644,-2.246549197171629,0.0,0.0,0.0,0.0,0.0
156,277.41380792565167,-2.24801105076009,15.303974415833396,0.005161769427718881,15.252761151368064,0.006447167562554718,17.399999618530273
157,277.43269945945144,-2.2467984075856062,0.0,0.0,0.0,0.0,0.0
158,277.4281245040985,-2.2466376077844297,0.0,0.0,0.0,0.0,0.0
159,277.36082668613005,-2.2464911813437007,0.0,0.0,0.0,0.0,0.0
160,277.5086431630238,-2.2462857730322225,0.0,0.0,0.0,0.0,0.0
161,277.344325412647,-2.2460757680309946,0.0,0.0,0.0,0.0,0.0
162,277.5224959902252,-2.246273797395813,0.0,0.0,0.0,0.0,0.0
163,277.3679988598598,-2.246232855326201,0.0,0.0,0.0,0.0,0.0
164,277.3614158214273,-2.24592577963846,0.0,0.0,0.0,0.0,0.0
165,277.59394553146103,-2.2484517879266352,15.36051299768154,0.013913610974755526,15.286471631104392,0.0195395416258668,24.399999618530273
166,277.4037799457236,-2.246290551267079,0.0,0.0,0.0,0.0,0.0
167,277.36943246781254,-2.2462852242518347,0.0,0.0,0.0,0.0,0.0
168,277.36192277351006,-2.2462936798143565,0.0,0.0,0.0,0.0,0.0
169,277.4017319957118,-2.2461148466053005,0.0,0.0,0.0,0.0,0.0
170,277.3686726655296,-2.2463702308032367,0.0,0.0,0.0,0.0,0.0
171,277.3421837593868,-2.2459498296944704,0.0,0.0,0.0,0.0,0.0
172,277.53597190808523,-2.2466356849597027,16.889076735550802,0.016606528249240825,16.826180483872335,0.016692157779319507,21.024999618530273
173,277.4320440933514,-2.246207557097221,0.0,0.0,0.0,0.0,0.0
174,277.41015391714257,-2.2462090965052646,0.0,0.0,0.0,0.0,0.0
175,277.4087001097812,-2.2461236854057702,0.0,0.0,0.0,0.0,0.0
176,277.50062702383434,-2.245550116355809,0.0,0.0,0.0,0.0,0.0
177,277.38093778810617,-2.2463472800198065,0.0,0.0,0.0,0.0,0.0
178,277.35043391097213,-2.246128138851447,0.0,0.0,0.0,0.0,0.0
179,277.3573076124739,-2.245936624697026,0.0,0.0,0.0,0.0,0.0
180,277.34607025409593,-2.245991524694218,0.0,0.0,0.0,0.0,0.0
181,277.39293984279294,-2.245886512569184,0.0,0.0,0.0,0.0,0.0
182,277.4056784669798,-2.245856548975553,0.0,0.0,0.0,0.0,0.0
183,277.3577928447149,-2.2457607783405455,0.0,0.0,0.0,0.0,0.0
184,277.53688274898457,-2.2456373652340336,0.0,0.0,0.0,0.0,0.0
185,277.37833756297096,-2.2455720614243697,0.0,0.0,0.0,0.0,0.0
186,277.3497814849042,-2.2460556108321654,0.0,0.0,0.0,0.0,0.0
187,277.45502983947074,-2.2457419523556936,0.0,0.0,0.0,0.0,0.0
188,277.42959044908355,-2.2456394269213016,0.0,0.0,0.0,0.0,0.0
189,277.37302195854124,-2.2455318536842204,0.0,0.0,0.0,0.0,0.0
190,277.44585045566157,-2.245916241689238,0.0,0.0,0.0,0.0,0.0
191,277.37061784303387,-2.2459168072306004,0.0,0.0,0.0,0.0,0.0
192,277.37452627750594,-2.2458123014121805,0.0,0.0,0.0,0.0,0.0
193,277.58433771287037,-2.2461817371361263,0.0,0.0,0.0,0.0,0.0
194,277.35127158020447,-2.2456522312560128,0.0,0.0,0.0,0.0,0.0
195,277.3410745248815,-2.245651150684303,0.0,0.0,0.0,0.0,0.0
196,277.38225551598975,-2.2454887577180163,0.0,0.0,0.0,0.0,0.0
197,277.3862557574971,-2.24622032817038,0.0,0.0,0.0,0.0,0.0
198,277.4383940005523,-2.2458941465459397,0.0,0.0,0.0,0.0,0.0
199,277.35594418331146,-2.245676613314094,0.0,0.0,0.0,0.0,0.0
200,277.3938903073034,-2.2455587671350594,0.0,0.0,0.0,0.0,0.0
201,277.529874990567,-2.246388583433287,16.61555757718746,0.013762923197456879,16.56848898130123,0.012254066989494926,15.125
202,277.3472050387355,-2.2459779787870273,0.0,0.0,0.0,0.0,0.0
203,277.37889150411274,-2.245701982187916,0.0,0.0,0.0,0.0,0.0
204,277.41576139920744,-2.245611153941904,0.0,0.0,0.0,0.0,0.0
205,277.34530674300356,-2.245591496288184,0.0,0.0,0.0,0.0,0.0
206,277.4496006909327,-2.2453955441735696,0.0,0.0,0.0,0.0,0.0
207,277.50688156740637,-2.245302975528115,0.0,0.0,0.0,0.0,0.0
208,277.5581576180994,-2.245772723389501,0.0,0.0,0.0,0.0,0.0
209,277.3490744709957,-2.245458745127336,0.0,0.0,0.0,0.0,0.0
210,277.45584703876716,-2.2454326341452395,0.0,0.0,0.0,0.0,0.0
211,277.58635567447885,-2.2462373887351803,0.0,0.0,0.0,0.0,0.0
212,277.4002942153597,-2.245504889310829,0.0,0.0,0.0,0.0,0.0
213,277.5040099544559,-2.2452985001690604,0.0,0.0,0.0,0.0,0.0
214,277.55122039300767,-2.245068950847129,0.0,0.0,0.0,0.0,0.0
215,277.4365455704975,-2.2450977543502235,0.0,0.0,0.0,0.0,0.0
216,277.52248227261407,-2.245414480356691,0.0,0.0,0.0,0.0,0.0
217,277.40310944138605,-2.2450433442894466,0.0,0.0,0.0,0.0,0.0
218,277.5249575299108,-2.2458513064854007,0.0,0.0,0.0,0.0,0.0
219,277.4386075488886,-2.245124902058478,0.0,0.0,0.0,0.0,0.0
220,277.56190762690295,-2.245018023440978,0.0,0.0,0.0,0.0,0.0
221,277.49942910494167,-2.24501937289813,0.0,0.0,0.0,0.0,0.0
222,277.3972709930666,-2.2450195605424446,0.0,0.0,0.0,0.0,0.0
223,277.3582301022385,-2.2448978647665028,0.0,0.0,0.0,0.0,0.0
224,277.3433110196612,-2.2447934738881585,0.0,0.0,0.0,0.0,0.0
225,277.52138356295205,-2.2449700146299545,0.0,0.0,0.0,0.0,0.0
226,277.3773103128266,-2.244965813760034,0.0,0.0,0.0,0.0,0.0
227,277.45372064008285,-2.2449257745332103,0.0,0.0,0.0,0.0,0.0
228,277.3379243685293,-2.244970761320515,0.0,0.0,0.0,0.0,0.0
229,277.5241320536078,-2.244979556266326,0.0,0.0,0.0,0.0,0.0
230,277.40165379049733,-2.2449564512647697,0.0,0.0,0.0,0.0,0.0
231,277.42042083608544,-2.2446394321963616,0.0,0.0,0.0,0.0,0.0
232,277.61660843291975,-2.2455229276891298,0.0,0.0,0.0,0.0,0.0
233,277.3915156064151,-2.245367593409555,0.0,0.0,0.0,0.0,0.0
234,277.4097045097959,-2.2447935972507134,0.0,0.0,0.0,0.0,0.0
235,277.51320273904525,-2.245164202548476,0.0,0.0,0.0,0.0,0.0
236,277.55071197929794,-2.2446563544065157,0.0,0.0,0.0,0.0,0.0
237,277.6254084818063,-2.245742767572964,18.09346585666069,3.552713678800501e-15,18.00394063388237,3.552713678800501e-15,31.0
238,277.45766198169486,-2.2448276563619567,0.0,0.0,0.0,0.0,0.0
239,277.35527741664043,-2.244730047122197,0.0,0.0,0.0,0.0,0.0
240,277.50944701538515,-2.2448808018973985,0.0,0.0,0.0,0.0,0.0
241,277.36234704415585,-2.244690640428378,0.0,0.0,0.0,0.0,0.0
242,277.36150428310816,-2.2450057506644114,0.0,0.0,0.0,0.0,0.0
243,277.4313724850825,-2.2446031002373315,0.0,0.0,0.0,0.0,0.0
244,277.3442496219667,-2.2449534737945687,0.0,0.0,0.0,0.0,0.0
245,277.3394101826957,-2.2446592271291026,0.0,0.0,0.0,0.0,0.0
246,277.5386222581175,-2.2445561736111888,0.0,0.0,0.0,0.0,0.0
247,277.36273175971195,-2.244551995652061,0.0,0.0,0.0,0.0,0.0
248,277.5068403229568,-2.2447149355967433,0.0,0.0,0.0,0.0,0.0
249,277.3572113392535,-2.2444921952075285,0.0,0.0,0.0,0.0,0.0
250,277.39872447414643,-2.2446873295542757,0.0,0.0,0.0,0.0,0.0
251,277.35275174160336,-2.245466640903696,15.44661810594265,0.0011263369194190727,15.416950251633567,0.0016507020133678,9.89000129699707
252,277.3699670703202,-2.244439983606794,0.0,0.0,0.0,0.0,0.0
253,277.4188396260811,-2.2444279516375287,0.0,0.0,0.0,0.0,0.0
254,277.51190505700106,-2.2443925599974994,0.0,0.0,0.0,0.0,0.0
255,277.5225181776535,-2.2447724660240906,0.0,0.0,0.0,0.0,0.0
256,277.40007818471855,-2.244560129196847,0.0,0.0,0.0,0.0,0.0
257,277.34367011337014,-2.244346676844229,0.0,0.0,0.0,0.0,0.0
258,277.37209797573814,-2.244490372999789,0.0,0.0,0.0,0.0,0.0
259,277.34743109566,-2.244182701482743,0.0,0.0,0.0,0.0,0.0
260,277.52016697577943,-2.245437883767566,15.87028672891323,0.0018420750192870011,15.804011132294578,0.0024355596874226474,22.149999618530273
261,277.5714335350126,-2.2444834842111447,0.0,0.0,0.0,0.0,0.0
262,277.3483308613502,-2.24437019630566,0.0,0.0,0.0,0.0,0.0
263,277.5059253982405,-2.2441609027703375,0.0,0.0,0.0,0.0,0.0
264,277.3476460109844,-2.2451143597585603,0.0,0.0,0.0,0.0,0.0
265,277.4470998188713,-2.2442206692955047,0.0,0.0,0.0,0.0,0.0
266,277.4260825007064,-2.244224271404832,0.0,0.0,0.0,0.0,0.0
267,277.5883559520636,-2.245142063476332,0.0,0.0,0.0,0.0,0.0
268,277.39058970377704,-2.2443967213059173,0.0,0.0,0.0,0.0,0.0
269,277.6419547288426,-2.244291358990643,0.0,0.0,0.0,0.0,0.0
270,277.53098026288444,-2.2443076920262177,0.0,0.0,0.0,0.0,0.0
271,277.35355494278866,-2.2441494971482148,0.0,0.0,0.0,0.0,0.0
272,277.37601424487815,-2.244558946727703,0.0,0.0,0.0,0.0,0.0
273,277.5127167826291,-2.2443377418674197,0.0,0.0,0.0,0.0,0.0
274,277.3585084792112,-2.244230363922232,0.0,0.0,0.0,0.0,0.0
275,277.4619756543698,-2.2437937069087126,0.0,0.0,0.0,0.0,0.0
276,277.5203032674564,-2.244328163388328,0.0,0.0,0.0,0.0,0.0
277,277.514868771152,-2.2441650486979086,0.0,0.0,0.0,0.0,0.0
278,277.3465974450959,-2.244282340060177,0.0,0.0,0.0,0.0,0.0
279,277.35639038202237,-2.2441716060271997,0.0,0.0,0.0,0.0,0.0
280,277.57789261402866,-2.2440731288621634,0.0,0.0,0.0,0.0,0.0
281,277.5342173165269,-2.2440890021933733,0.0,0.0,0.0,0.0,0.0
282,277.5626153486469,-2.243985491643855,0.0,0.0,0.0,0.0,0.0
283,277.4231861413025,-2.243876697267351,0.0,0.0,0.0,0.0,0.0
284,277.52718962258024,-2.244914573147909,0.0,0.0,0.0,0.0,0.0
285,277.5240240420137,-2.2439220632345735,0.0,0.0,0.0,0.0,0.0
286,277.35767159495384,-2.24383207707493,0.0,0.0,0.0,0.0,0.0
287,277.4417222881687,-2.2462890934117454,14.314963843399925,0.0010698481839723458,14.269023444230003,0.0013554320209295569,16.024999618530273
288,277.55707181478033,-2.2443227353907176,0.0,0.0,0.0,0.0,0.0
289,277.37630842995316,-2.2439917548714168,0.0,0.0,0.0,0.0,0.0
290,277.3968777935653,-2.243744082504211,0.0,0.0,0.0,0.0,0.0
291,277.46060348613867,-2.2437065598776385,0.0,0.0,0.0,0.0,0.0
292,277.41025136970524,-2.243833642230818,0.0,0.0,0.0,0.0,0.0
293,277.532380039657,-2.243728350630492,0.0,0.0,0.0,0.0,0.0
294,277.3478515821988,-2.2436638035086705,0.0,0.0,0.0,0.0,0.0
295,277.4348705253848,-2.2435803209728915,0.0,0.0,0.0,0.0,0.0
296,277.3704125330486,-2.244054463318321,0.0,0.0,0.0,0.0,0.0
297,277.42043181149353,-2.243853498963064,0.0,0.0,0.0,0.0,0.0
298,277.4197817960694,-2.2441587370475333,0.0,0.0,0.0,0.0,0.0
299,277.5151553216591,-2.2437012262570475,0.0,0.0,0.0,0.0,0.0
300,277.3709813639099,-2.2437033892973663,0.0,0.0,0.0,0.0,0.0
301,277.37274767995837,-2.243480844106717,0.0,0.0,0.0,0.0,0.0
302,277.3435218452214,-2.243388995362503,0.0,0.0,0.0,0.0,0.0
303,277.5843122469815,-2.24528729251724,15.95955994325344,0.0020977848425627267,15.911000754410667,0.0026684105756746472,17.049999237060547
304,277.3359787874572,-2.243866863964022,0.0,0.0,0.0,0.0,0.0
305,277.4303704613702,-2.2437673717521767,0.0,0.0,0.0,0.0,0.0
306,277.38278035670794,-2.2436768704135233,0.0,0.0,0.0,0.0,0.0
307,277.3845337013539,-2.24349751232137,0.0,0.0,0.0,0.0,0.0
308,277.33862597523887,-2.24349739378207,0.0,0.0,0.0,0.0,0.0
309,277.5777021028145,-2.2449949285079436,0.0,0.0,0.0,0.0,0.0
310,277.501776248517,-2.2434873472271537,0.0,0.0,0.0,0.0,0.0
311,277.3531407666983,-2.2432202729482817,0.0,0.0,0.0,0.0,0.0
312,277.36697429291326,-2.24407833666952,0.0,0.0,0.0,0.0,0.0
313,277.56841968280116,-2.2437076461266647,0.0,0.0,0.0,0.0,0.0
314,277.3583362367187,-2.243451840620327,0.0,0.0,0.0,0.0,0.0
315,277.3643703023583,-2.2434247990794187,0.0,0.0,0.0,0.0,0.0
316,277.34922107118814,-2.243627853722481,0.0,0.0,0.0,0.0,0.0
317,277.56172998462495,-2.243449914713173,0.0,0.0,0.0,0.0,0.0
318,277.3632042680953,-2.2433312096256577,0.0,0.0,0.0,0.0,0.0
319,277.3474344202425,-2.243209740250487,0.0,0.0,0.0,0.0,0.0
320,277.35270339966644,-2.2430123255348082,0.0,0.0,0.0,0.0,0.0
321,277.373822487039,-2.2432825396589404,0.0,0.0,0.0,0.0,0.0
322,277.34484254857796,-2.2442847065983043,15.31387963491146,0.00535002216073921,15.288948680931968,0.0032984525875625016,8.039999961853027
323,277.44937336202634,-2.2431489039626635,0.0,0.0,0.0,0.0,0.0
324,277.34988841607634,-2.2431364981575563,0.0,0.0,0.0,0.0,0.0
325,277.41874182663855,-2.246034186268687,14.454822089249534,1.7763568394002505e-15,14.410191084916038,1.7763568394002505e-15,15.5
326,277.4028132087634,-2.2434212854932145,0.0,0.0,0.0,0.0,0.0
327,277.36156082134823,-2.2431947231393723,0.0,0.0,0.0,0.0,0.0
328,277.3794548789846,-2.2432807150896634,0.0,0.0,0.0,0.0,0.0
329,277.5866565458591,-2.2431783246416352,0.0,0.0,0.0,0.0,0.0
330,277.5522052047011,-2.2440563333342527,0.0,0.0,0.0,0.0,0.0
331,277.5195956147709,-2.243210299788704,0.0,0.0,0.0,0.0,0.0
332,277.4484872687955,-2.243120972743813,0.0,0.0,0.0,0.0,0.0
333,277.5715286938708,-2.243017289116818,0.0,0.0,0.0,0.0,0.0
334,277.349067438608,-2.2429108665248254,0.0,0.0,0.0,0.0,0.0
335,277.5170028464381,-2.2430643651593973,0.0,0.0,0.0,0.0,0.0
336,277.58037572310315,-2.2425657669388492,0.0,0.0,0.0,0.0,0.0
337,277.365973281765,-2.24419338662372,0.0,0.0,0.0,0.0,0.0
338,277.4452504425766,-2.24400877122837,16.578180934960287,0.02090343934841503,16.5275159140176,0.020620695955421087,17.299999237060547
339,277.5589774150791,-2.243059135283626,0.0,0.0,0.0,0.0,0.0
340,277.5577880873633,-2.2430196168527696,0.0,0.0,0.0,0.0,0.0
